'Shimon Edelman', 'Nathan Intrator', 'Richard Sutton', 'Doina Precup', 'Geoff Hinton', 'Andrew Blake', 'David Forsyth', 'Peter Dayan', 'Josh Tenenbaum', 'David Andre'
'Sally Goldman', 'Kristin Bennett', 'Robert Schapire', 'Ralf Herbrich', 'John Shawe-Taylor', 'Geoff Hinton', 'Zoubin Ghahramani', 'Jyrki Kivinen', 'Walter Senn', 'David Karger'
'Sven Koenig', 'David Karger', 'Satinder Singh', 'Yosua Bengio', 'Mark Johnson', 'Andrew Gelman', 'Christopher Manning', 'Kevin Murphy', 'Andrew Ng', 'Andrew Barto'
'Peter Sollich', 'Klaus Obermayer', 'Ralf Herbrich', 'Yosua Bengio', 'Robert Schapire', 'Volker Tresp', 'Yoram Singer', 'Neil Lawrence', 'Pierre Baldi', 'Bernhard Schoelkopf'
'David Andre', 'Daphne Koller', 'Sebastian Thrun', 'John Shawe-Taylor', 'Geoff Hinton', 'Yishay Mansour', 'Josh Tenenbaum', 'David Karger', 'Shimon Edelman', 'Bernhard Schoelkopf'
'Ben Taskar', 'Thomas Hofmann', 'Andrew Moore', 'Andrew McCallum', 'Ming-Hsuan Yang', 'Shai Ben-David', 'Volker Tresp', 'Nuria Oliver', 'David Karger', 'Sally Goldman'
'Nir Friedman', 'Gary Cottrell', 'Shimon Edelman', 'James Kwok', 'Yosua Bengio', 'Andrew Moore', 'Peter Sollich', 'Liam Paninski', 'Volker Tresp', 'David Danks'
'Robert Schapire', 'Pierre Baldi', 'Doina Precup', 'Mehryar Mohri', 'Arnaud Doucet', 'Wolfgang Maass', 'Radford Neal', 'Yair Weiss', 'Sally Goldman', 'David Andre'
'Nir Friedman', 'Bert Kappen', 'Volker Tresp', 'David Karger', 'Amnon Shashua', 'Andrew Moore', 'Mark Girolami', 'Klaus Obermayer', 'Joachim Buhmann', 'Tommi Jaakkola'
'Bernhard Schoelkopf', 'Klaus Obermayer', 'David Karger', 'John Shawe-Taylor', 'Amnon Shashua', 'Yishay Mansour', 'Andrew Zisserman', 'Peter Dayan', 'Thomas Richardson', 'Shimon Edelman'
'Richard Sutton', 'Satinder Singh', 'Doina Precup', 'Andrew Barto', 'Yoram Singer', 'Thomas Hofmann', 'Andrew Blake', 'Michael Isard', 'Thomas Dietterich', 'Wray Buntine'
'Yoram Singer', 'Tong Zhang', 'John Lafferty', 'Bernhard Schoelkopf', 'Andrew Moore', 'Shai Shalev-Shwartz', 'Nicolo Cesa-Bianchi', 'Klaus Obermayer', 'Shie Mannor', 'Claudio Gentile'
'Dale Schuurmans', 'Martial Hebert', 'Peter Sollich', 'Yosua Bengio', 'Samy Bengio', 'Thorsten Joachims', 'William Freeman', 'Josh Tenenbaum', 'Dorin Comaniciu', 'Tom Minka'
'Trevor Darrell', 'Michael Hasselmo', 'Peter Dayan', 'Terrence Sejnowski', 'Paul Viola', 'Ji Zhu', 'David Karger', 'Daphne Koller', 'Robert Williamson', 'Thomas Hofmann'
'Shimon Edelman', 'Sally Goldman', 'Nicolo Cesa-Bianchi', 'Mehryar Mohri', 'Yishay Mansour', 'Robert Schapire', 'Sam Roweis', 'Nathan Intrator', 'Ramesh Gopinath', 'David Andre'
'David Karger', 'Michael Schmitt', 'Daphne Koller', 'Kevin Murphy', 'Thomas Wennekers', 'Richard Sutton', 'Sridhar Mahadevan', 'Andrew Gelman', 'Wolfgang Maass', 'David Heckerman'
'Shimon Edelman', 'Peter Dayan', 'Doina Precup', 'Klaus Obermayer', 'Christopher Manning', 'Liam Paninski', 'Nathan Intrator', 'Daphne Koller', 'Richard Sutton', 'Satinder Singh'
'Peter Dayan', 'David Karger', 'Shimon Edelman', 'Ken Church', 'Kevin Murphy', 'Bradley Minch', 'Nathaniel Daw', 'David Andre', 'Dorin Comaniciu', 'Benjamin Van Roy'
'Dale Schuurmans', 'Neil Lawrence', 'Naftali Tishby', 'David Saad', 'David Karger', 'Shimon Edelman', 'Ralf Herbrich', 'Mark Johnson', 'Dan Roth', 'David Forsyth'
